"Nces Id","School Level","School District","School Name","School County",Phone,Address,City,State,Zip,"School Type","State Fips","Low Grade","High Grade","Students Ug","Students Prek","Students K","Students 1","Students 2","Students 3","Students 4","Students 5","Students 6","Students 7","Students 8","Students 9","Students 10","Students 11","Students 12","Operational Status",Latitude,Longitude,"State School Id","State District Id","Total Male","Total Female","Total American Indian Alaskan","Total Asian","Total Black","Total Hispanic","Total White","Free Lunch Eligible","Reduce Price Lunch Eligible","Free & Reduced Lunch Total","Student Teacher Ratio","Full Time Equivalent Teachers","Local Education Agency Id","Local School Id","Mailing Address","Mailing City","Mailing State","Mailing Zip","Mailing Zip4",Zip4,"Union Identification Number","Urban Locale Code","Ansi Fips County Number","District Code 113","District Code 112","Bureau Of Indian","Offered Ug","Offered Prek","Offered K","Offered 1","Offered 2","Offered 3","Offered 4","Offered 5","Offered 6","Offered 7","Offered 8","Offered 9","Offered 10","Offered 11","Offered 12","Title 1 Status","Title 1 Eligible","Title 1 School Wide","Magnet School","Charter School","Shared Time School","Count Free Lunch","Count Reduced Lunch","Total Free & Reduced Lunch","Total Pacific","Total 2race","Total Students"
530039003434,"Combined or Ungraded","Bellevue School District","Central Educational Services","King County","(425) 456-4149","12111 NE 1st Street",Bellevue,WA,98005,"Regular school",53,PK,13,,51,3,6,3,3,2,4,0,4,1,0,3,0,34,"Currently operational",47.6106,-122.181,17405-5281,17405,78,36,0,26,4,23,49,13,4,17,,,5300390,03434,"PO Box 90010",Bellevue,WA,98009,9010,9010,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,13,4,17,0,12,114
530282002254,"Combined or Ungraded","Federal Way School District","Merit School","King County","(253) 945-5860","36001 1st Av S","Federal Way",WA,98003,"Special education school",53,06,12,,,,,,,,,0,0,0,3,2,1,2,"Currently operational",47.2774,-122.336,17210-4340,17210,4,4,0,0,0,2,6,,,4,8,1,5302820,02254,"36001 1st Av S","Federal Way",WA,98003,8606,8606,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,,,4,0,0,8
530282002638,"Combined or Ungraded","Federal Way School District","Internet Academy","King County","(253) 945-2230","31455 28th Ave S","Federal Way",WA,98003,"Other/Alternative school",53,PK,12,,0,4,4,3,7,5,10,9,20,24,35,37,61,52,"Currently operational",47.3187,-122.299,17210-1759,17210,107,164,2,16,21,31,174,67,3,70,17.6,15.4,5302820,02638,"31455 28th Ave S","Federal Way",WA,98003,,,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,67,3,70,1,26,271
530282002719,"Combined or Ungraded","Federal Way School District","Federal Way Public Academy","King County","(253) 945-4482","34620 9th Av S","Federal Way",WA,98003,"Regular school",53,06,10,,,,,,,,,60,63,64,60,56,,,"Currently operational",47.2925,-122.336,17210-1789,17210,143,160,1,69,19,38,133,71,22,93,23.3,13,5302820,02719,"34620 9th Av S","Federal Way",WA,98003,6731,6731,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,,,No,,71,22,93,5,38,303
530282002961,"Combined or Ungraded","Federal Way School District","Support School","King County","(253) 945-2000","33330 8th Ave S","Federal Way",WA,98003,"Regular school",53,PK,12,,29,0,3,7,2,5,3,2,3,3,0,2,0,2,"Currently operational",47.3204,-122.311,17210-1951,17210,40,21,0,3,8,9,14,20,0,20,,,5302820,02961,"33330 8th Ave S","Federal Way",WA,98003,,,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,20,0,20,1,26,61
530282003245,"Combined or Ungraded","Federal Way School District","Technology Access Foundation Academy","King County","(253) 945-5187","26720 40th Ave S",Kent,WA,98032,"Regular school",53,06,12,,,,,,,,,52,50,53,45,52,26,20,"Currently operational",47.362,-122.28,17210-5138,17210,175,123,7,42,48,73,89,129,33,162,17.4,17.16,5302820,03245,"26720 40th Ave S",Kent,WA,98032,,,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,129,33,162,3,36,298
530282003430,"Combined or Ungraded","Federal Way School District","Dynamic Family Services","King County","(253) 945-2000","10811 SE Kent Kanlgey Rd",Kent,WA,98030,"Special education school",53,PK,12,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Currently operational",47.3697,-122.196,17210-5280,17210,2,2,0,0,1,1,1,,,,,,5302820,03430,"10811 SE Kent Kanlgey Rd",Kent,WA,98030,,,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,,,,0,1,4
530354002968,"Combined or Ungraded","Highline School District","Satellite High School","King County","(206) 631-7630","18367 8th Ave S",Seattle,WA,98148,"Special education school",53,PK,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Currently operational",47.4354,-122.325,17401-1973,17401,0,0,0,0,0,0,0,0,0,0,,,5303540,02968,"18367 8th Ave S",Seattle,WA,98148,,,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Not,,,No,,0,0,0,0,0,0
530354003373,"Combined or Ungraded","Highline School District","Gateway to College","King County","(206) 631-7774","614 SW 120th Street",Burien,WA,98146,"Other/Alternative school",53,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Currently operational",47.4959,-122.343,17401-5254,17401,0,0,0,0,0,0,0,0,0,0,,,5303540,03373,"614 SW 120th Street",Burien,WA,98146,,,0,,53033,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,Not,,,No,,0,0,0,0,0,0
530354003496,"Combined or Ungraded","Highline School District","Highline Home School Center","King County","(206) 631-7630","18367 8th Avenue South",Burien,WA,98148,"Other/Alternative school",53,KG,12,,,0,0,0,0,0,0,0,1,0,0,0,5,8,"Currently operational",47.4376,-122.324,17401-5371,17401,9,5,0,2,0,1,11,3,0,3,,,5303540,03496,"18367 8th Avenue South",Burien,WA,98148,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,3,0,3,0,0,14
530375001490,"Combined or Ungraded","Issaquah School District","Issaquah Special Services","King County","(425) 837-7091","565 NW Holly St",Issaquah,WA,98027,"Special education school",53,PK,12,,96,0,1,1,0,1,0,0,0,0,3,0,0,0,"Currently operational",47.5367,-122.045,17411-1624,17411,54,48,0,19,1,11,61,0,0,0,,,5303750,01490,"565 NW Holly St",Issaquah,WA,98027,2899,2899,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,0,0,0,0,10,102
530375001773,"Combined or Ungraded","Issaquah School District","Echo Glen School","King County","(425) 831-2520","33010 SE 99th St",Snoqualmie,WA,98065,"Regular school",53,05,12,,,,,,,,0,0,4,9,39,42,21,12,"Currently operational",47.5189,-121.901,17411-3569,17411,96,31,5,1,32,16,64,116,0,116,12.1,10.5,5303750,01773,"33010 SE 99th St",Snoqualmie,WA,98065,9798,9798,0,,53033,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,116,0,116,1,8,127
530396002569,"Combined or Ungraded","Kent School District","Kent Mountain View Academy","King County","(253) 373-7488","22420 Military Rd S","Des Moines",WA,98198,"Other/Alternative school",53,KG,12,,,0,0,0,23,27,44,27,36,23,25,32,22,52,"Currently operational",47.4001,-122.288,17415-3014,17415,147,164,1,59,25,47,137,71,13,84,18.9,16.42,5303960,02569,"22420 Military Rd S","Des Moines",WA,98198,5140,5140,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,71,13,84,4,38,311
530423001598,"Combined or Ungraded","Lake Washington School District","Contractual Schools","King County","(425) 702-3200","16250 NE 74th St",Redmond,WA,98052,"Other/Alternative school",53,PK,12,,2,0,0,2,0,0,1,2,3,1,1,5,4,3,"Currently operational",47.6709,-122.123,17414-1649,17414,21,3,0,2,1,4,17,3,0,3,,,5304230,01598,"PO Box 97039",Redmond,WA,98073,9739,7817,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,3,0,3,0,0,24
530423002568,"Combined or Ungraded","Lake Washington School District","International Community School","King County","(425) 936-2380","11133 NE 65th St",Kirkland,WA,98033,"Other/Alternative school",53,06,12,,,,,,,,,64,79,60,55,75,58,47,"Currently operational",47.6638,-122.191,17414-1706,17414,204,234,1,200,1,18,191,3,6,9,21.7,20.19,5304230,02568,"11133 NE 65th St",Kirkland,WA,98033,7116,7116,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,3,6,9,1,26,438
530423002725,"Combined or Ungraded","Lake Washington School District","Emerson K-12","King County","(425) 936-2311","10903 NE 53rd Street",Kirkland,WA,98033,"Other/Alternative school",53,KG,12,,,8,4,2,3,8,5,7,13,9,9,8,9,7,"Currently operational",47.6553,-122.196,17414-1688,17414,47,45,0,3,0,8,72,3,4,7,24.9,3.7,5304230,02725,"10903 NE 53rd Street",Kirkland,WA,98033,7508,7508,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,3,4,7,0,9,92
530456002797,"Combined or Ungraded","Riverview School District",Parade,"King County","(206) 333-4370","32240 NE 50th St",Carnation,WA,98014,"Other/Alternative school",53,PK,12,,0,7,4,8,7,8,11,12,13,12,6,8,7,4,"Currently operational",47.6518,-121.909,17407-1854,17407,54,53,0,1,0,3,99,6,0,6,25.9,4.13,5304560,02797,"32240 NE 50th St",Carnation,WA,98014,6332,6332,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,6,0,6,0,4,107
530723001410,"Combined or Ungraded","Renton School District","Out of District Facility","King County","(425) 204-2200","300 SW 7th St",Renton,WA,98055,"Special education school",53,PK,12,,1,0,0,1,2,0,0,2,4,1,1,1,5,1,"Currently operational",47.4735,-122.222,17403-1648,17403,14,5,0,0,4,5,8,9,3,12,,,5307230,01410,"300 SW 7th St",Renton,WA,98055,2307,2307,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,9,3,12,0,2,19
530723002343,"Combined or Ungraded","Renton School District","Griffin Home","King County","(425) 204-2200","2500 Lake Washington Blvd N",Renton,WA,98056,"Special education school",53,06,12,,,,,,,,,0,0,1,2,2,0,0,"Currently operational",47.5145,-122.204,17403-1534,17403,5,0,1,0,0,1,2,,,,5,1,5307230,02343,"2500 Lake Washington Blvd N",Renton,WA,98056,2508,2508,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,,,,0,1,5
530723002721,"Combined or Ungraded","Renton School District","Home Program","King County","(425) 204-2520","2607 Jones Avenue S",Renton,WA,98055,"Other/Alternative school",53,KG,12,,,4,12,8,10,20,8,17,11,11,12,6,3,6,"Currently operational",47.4564,-122.197,17403-1784,17403,51,77,1,6,10,6,99,8,0,8,57.7,2.22,5307230,02721,"2607 Jones Avenue S",Renton,WA,98055,5102,5102,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,8,0,8,1,5,128
530723003073,"Combined or Ungraded","Renton School District","Renton Academy","King County","(425) 204-2550","2607 Jones Ave S",Renton,WA,98055,"Other/Alternative school",53,KG,12,,,0,1,2,4,5,4,1,4,6,1,2,6,2,"Currently operational",47.4564,-122.197,17403-5070,17403,33,5,1,2,16,5,12,29,3,32,5.4,7,5307230,03073,"7100 116th Ave SE",Newcastle,WA,98056,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,29,3,32,0,2,38
530723003400,"Combined or Ungraded","Renton School District","Secondary Learning Center","King County","(425) 204-2100","7800 S 132nd St",Seattle,WA,98178,"Other/Alternative school",53,06,12,,,,,,,,,0,0,10,16,32,71,173,"Currently operational",47.4855,-122.236,17403-5282,17403,163,139,2,25,69,95,81,164,23,187,16.8,17.93,5307230,03400,"7800 S 132nd St",Seattle,WA,98178,4804,4804,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,164,23,187,2,28,302
530771001311,"Combined or Ungraded","Seattle Public Schools","Seattle World School","King County","(206) 252-2200","301 21st Ave E",Seattle,WA,98112,"Other/Alternative school",53,06,12,,,,,,,,,11,16,14,28,53,37,30,"Currently operational",47.6216,-122.305,17001-1596,17001,103,86,0,64,61,56,7,114,15,129,10.9,17.4,5307710,01311,"301 21st Ave E",Seattle,WA,98112,,,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,114,15,129,0,1,189
530771001365,"Combined or Ungraded","Seattle Public Schools","Interagency Programs","King County","(206) 252-0749","2445 3rd Ave S",Seattle,WA,98134,"Other/Alternative school",53,06,12,,,,,,,,,0,0,0,8,61,90,201,"Currently operational",47.5805,-122.33,17001-1635,17001,195,165,17,24,141,87,66,220,10,230,12,30,5307710,01365,"PO Box 34165",Seattle,WA,98124,1165,1923,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,220,10,230,7,18,360
530771002634,"Combined or Ungraded","Seattle Public Schools","Education Service Centers","King County","(206) 252-4789","1330 N 90 St",Seattle,WA,98108,"Other/Alternative school",53,06,12,,,,,,,,,0,0,0,1,2,3,8,"Currently operational",47.6951,-122.34,17001-1750,17001,11,3,0,2,5,6,0,7,0,7,,,5307710,02634,"1330 N 90 St",Seattle,WA,98108,2145,2145,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,7,0,7,0,1,14
530771002635,"Combined or Ungraded","Seattle Public Schools","Cascade Parent Partnership Program","King County","(206) 706-4270","2919 1st Avenue West",Seattle,WA,98119,"Other/Alternative school",53,KG,12,,,22,24,19,22,14,20,13,8,8,0,0,15,15,"Currently operational",47.6463,-122.358,17001-1751,17001,97,83,1,12,12,6,108,19,3,22,34,5.3,5307710,02635,"2919 1st Avenue West",Seattle,WA,98119,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,19,3,22,1,40,180
530771002873,"Combined or Ungraded","Seattle Public Schools","Residential Consortium","King County","(206) 252-0832","2142 10 Av W",Seattle,WA,98119,"Special education school",53,PK,12,,0,1,0,4,3,5,6,4,3,1,0,0,0,0,"Currently operational",47.6388,-122.37,17001-4263,17001,19,8,2,0,4,4,13,0,0,0,,,5307710,02873,"2142 10 Av W",Seattle,WA,98119,2845,2845,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,0,0,0,0,4,27
530771002928,"Combined or Ungraded","Seattle Public Schools","Interagency Detention School","King County","(206) 205-9422","1211 E Alder Ms 1-f",Seattle,WA,98122,"Regular school",53,06,12,,,,,,,,0,0,2,5,10,25,12,10,"Currently operational",47.6039,-122.316,17001-3496,17001,54,10,6,4,32,8,14,3,3,6,,,5307710,02928,"1211 E Alder Ms 1-f",Seattle,WA,98122,5553,5553,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,3,3,6,0,0,64
530771002935,"Combined or Ungraded","Seattle Public Schools","Hutch School","King County","(206) 288-1079","527 Minor Av N",Seattle,WA,98109,"Other/Alternative school",53,PK,12,,0,4,1,5,2,4,2,1,0,2,1,0,0,1,"Currently operational",47.6235,-122.333,17001-4277,17001,8,15,1,0,1,4,12,0,0,0,,,5307710,02935,"527 Minor Av N",Seattle,WA,98109,5517,5517,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,0,0,0,5,0,23
530771003046,"Combined or Ungraded","Seattle Public Schools","Private School Services","King County","(206) 252-0805","2445 3rd Av",Seattle,WA,98124,"Special education school",53,PK,12,,52,2,3,1,2,5,9,3,1,4,2,3,6,3,"Currently operational",47.6155,-122.347,17001-5046,17001,64,32,0,6,13,13,57,3,0,3,,,5307710,03046,"PO Box 34165",Seattle,WA,98124,1165,1165,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,3,0,3,0,7,96
530792002447,"Combined or Ungraded","Shoreline School District","Handicapped Contractual Services","King County","(206) 393-4238","18560 1st Avenue N.e.",Shoreline,WA,98155,"Special education school",53,PK,12,,84,3,1,1,1,3,2,4,1,2,2,0,1,0,"Currently operational",47.7648,-122.328,17412-1667,17412,63,42,3,8,5,12,63,28,0,28,,,5307920,02447,"18560 1st Avenue N.e.",Shoreline,WA,98155,2148,2148,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,28,0,28,1,13,105
530792002646,"Combined or Ungraded","Shoreline School District","Home Education Exchange","King County","(206) 418-3388","816 NE 190th",Shoreline,WA,98155,"Other/Alternative school",53,KG,12,,,17,17,16,16,14,15,14,14,8,0,0,1,5,"Currently operational",47.7672,-122.321,17412-1771,17412,69,68,1,5,3,10,112,8,3,11,,,5307920,02646,"816 NE 190th",Shoreline,WA,98155,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,8,3,11,0,6,137
530792002912,"Combined or Ungraded","Shoreline School District","Fircrest Residential Habilitation","King County","(206) 361-3033","15230 15th N.e.",Shoreline,WA,98155,"Regular school",53,KG,12,,,0,0,0,0,0,0,0,0,0,2,1,6,4,"Currently operational",47.7387,-122.313,17412-2612,17412,13,0,0,0,2,1,9,8,0,8,,,5307920,02912,"15230 15th N.e.",Shoreline,WA,98155,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,8,0,8,0,1,13
530804002158,"Combined or Ungraded","Snoqualmie Valley School District","Two Rivers School","King County","(425) 831-4200","330 Ballarat Ave N","North Bend",WA,98045,"Other/Alternative school",53,06,12,,,,,,,,,2,6,9,9,21,15,41,"Currently operational",47.4961,-121.782,17410-1502,17410,55,48,3,0,0,9,89,32,12,44,14.7,7,5308040,02158,"330 Ballarat Ave N","North Bend",WA,98045,,,0,,53033,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,32,12,44,0,2,103
530804003309,"Combined or Ungraded","Snoqualmie Valley School District","Snoqualmie Access","King County","(425) 831-8015","8001 Silva Ave SE",Snoqualmie,WA,98065,"Special education school",53,PK,12,,51,1,0,0,0,0,0,0,3,1,1,0,0,0,"Currently operational",47.5286,-121.828,17410-5181,17410,34,23,1,2,2,4,43,15,3,18,,,5308040,03309,"PO Box 400",Snoqualmie,WA,98065,,,0,,53033,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,,,No,,15,3,18,0,5,57
530804003394,"Combined or Ungraded","Snoqualmie Valley School District","Snoqualmie Parent Partnership Program","King County","(425) 831-4200","400 E 3rd St","North Bend",WA,98045,"Other/Alternative school",53,KG,12,,,6,7,9,7,9,7,7,2,13,7,5,0,0,"Currently operational",47.4946,-121.78,17410-5296,17410,46,33,0,0,1,8,70,3,0,3,,,5308040,03394,"400 E 3rd St","North Bend",WA,98045,,,0,,53033,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,No,,3,0,3,0,0,79
